tanda,model,prompt_label,avg_score
BASE_SinConversion,gpt-oss-target,Estricto,1.0
BASE_SinConversion,gpt-oss-target,Inductor,0.2222222222222222
BASE_SinConversion,gpt-oss-target,Ultra,1.0
BASE_SinConversion,llama,Estricto,0.7666666666666667
BASE_SinConversion,llama,Inductor,0.6
BASE_SinConversion,llama,Ultra,0.7444444444444445
BASE_SinConversion,mistral-target,Estricto,0.5111111111111111
BASE_SinConversion,mistral-target,Inductor,0.3111111111111111
BASE_SinConversion,mistral-target,Ultra,0.6888888888888889
BASE_SinConversion,qwen-coder-target,Estricto,0.8888888888888888
BASE_SinConversion,qwen-coder-target,Inductor,0.1
BASE_SinConversion,qwen-coder-target,Ultra,1.0
CharSwap_Ofuscacion,gpt-oss-target,Estricto,0.9666666666666666
CharSwap_Ofuscacion,gpt-oss-target,Inductor,0.2222222222222222
CharSwap_Ofuscacion,gpt-oss-target,Ultra,1.0
CharSwap_Ofuscacion,llama,Estricto,0.6888888888888889
CharSwap_Ofuscacion,llama,Inductor,0.5666666666666667
CharSwap_Ofuscacion,llama,Ultra,0.8444444444444444
CharSwap_Ofuscacion,mistral-target,Estricto,0.48888888888888893
CharSwap_Ofuscacion,mistral-target,Inductor,0.2222222222222222
CharSwap_Ofuscacion,mistral-target,Ultra,0.7444444444444445
CharSwap_Ofuscacion,qwen-coder-target,Estricto,0.8888888888888888
CharSwap_Ofuscacion,qwen-coder-target,Inductor,0.1
CharSwap_Ofuscacion,qwen-coder-target,Ultra,1.0
LLM_MaliciousQ,gpt-oss-target,Estricto,0.9777777777777779
LLM_MaliciousQ,gpt-oss-target,Inductor,0.5555555555555556
LLM_MaliciousQ,gpt-oss-target,Ultra,0.9777777777777779
LLM_MaliciousQ,llama,Estricto,0.6111111111111112
LLM_MaliciousQ,llama,Inductor,0.47777777777777775
LLM_MaliciousQ,llama,Ultra,0.5777777777777778
LLM_MaliciousQ,mistral-target,Estricto,0.6222222222222222
LLM_MaliciousQ,mistral-target,Inductor,0.5444444444444445
LLM_MaliciousQ,mistral-target,Ultra,0.8
LLM_MaliciousQ,qwen-coder-target,Estricto,0.7444444444444445
LLM_MaliciousQ,qwen-coder-target,Inductor,0.24444444444444446
LLM_MaliciousQ,qwen-coder-target,Ultra,1.0
LLM_Noise,gpt-oss-target,Estricto,1.0
LLM_Noise,gpt-oss-target,Inductor,0.30000000000000004
LLM_Noise,gpt-oss-target,Ultra,1.0
LLM_Noise,llama,Estricto,0.7666666666666667
LLM_Noise,llama,Inductor,0.5888888888888889
LLM_Noise,llama,Ultra,0.8444444444444444
LLM_Noise,mistral-target,Estricto,0.5777777777777778
LLM_Noise,mistral-target,Inductor,0.25555555555555554
LLM_Noise,mistral-target,Ultra,0.7555555555555555
LLM_Noise,qwen-coder-target,Estricto,0.8444444444444444
LLM_Noise,qwen-coder-target,Inductor,0.2
LLM_Noise,qwen-coder-target,Ultra,1.0
LLM_Tone_Aggressive,gpt-oss-target,Estricto,0.9444444444444444
LLM_Tone_Aggressive,gpt-oss-target,Inductor,0.6444444444444444
LLM_Tone_Aggressive,gpt-oss-target,Ultra,0.9777777777777779
LLM_Tone_Aggressive,llama,Estricto,0.8111111111111111
LLM_Tone_Aggressive,llama,Inductor,0.7666666666666667
LLM_Tone_Aggressive,llama,Ultra,0.7777777777777778
LLM_Tone_Aggressive,mistral-target,Estricto,0.5444444444444445
LLM_Tone_Aggressive,mistral-target,Inductor,0.30000000000000004
LLM_Tone_Aggressive,mistral-target,Ultra,0.9666666666666666
LLM_Tone_Aggressive,qwen-coder-target,Estricto,0.9444444444444444
LLM_Tone_Aggressive,qwen-coder-target,Inductor,0.12222222222222223
LLM_Tone_Aggressive,qwen-coder-target,Ultra,1.0
ROT13_Cifrado,gpt-oss-target,Estricto,0.9555555555555555
ROT13_Cifrado,gpt-oss-target,Inductor,0.18888888888888888
ROT13_Cifrado,gpt-oss-target,Ultra,0.9777777777777779
ROT13_Cifrado,llama,Estricto,0.6111111111111112
ROT13_Cifrado,llama,Inductor,0.6
ROT13_Cifrado,llama,Ultra,0.6666666666666666
ROT13_Cifrado,mistral-target,Estricto,0.5777777777777778
ROT13_Cifrado,mistral-target,Inductor,0.14444444444444446
ROT13_Cifrado,mistral-target,Ultra,1.0
ROT13_Cifrado,qwen-coder-target,Estricto,1.0
ROT13_Cifrado,qwen-coder-target,Inductor,0.7777777777777778
ROT13_Cifrado,qwen-coder-target,Ultra,1.0
